Date,India,Punjab,Haryana,Rajasthan,Delhi,UP
05-01-2022,3656,114.3,118.2,215.9,73.4,313.9
06-01-2022,3580.1,113.9,113.7,207,71.2,280.9
07-01-2022,3592.5,117.1,119.3,208.8,72,294.5
08-01-2022,3453.6,103,97.3,192,58,274.2
09-01-2022,3359,109.6,98.4,203.9,59.9,273.7
10-01-2022,3512.8,119.2,111.3,219.3,72.4,292.3
11-01-2022,3564.9,122.2,117.8,230.6,73.6,298.6
12-01-2022,3564.5,122.7,119.4,240.6,73.1,297.8
13-01-2022,3573.6,121.9,119.3,244.5,75.3,304.4
14-01-2022,3474.4,124.4,121,243.7,79.5,315.6
15-01-2022,3443,124.6,122.1,247.4,66.9,313.4
16-01-2022,3407.1,117.2,111.1,247.9,66.4,310.9
17-01-2022,3624.2,124,123,257.8,78,322.4
18-01-2022,3712.6,122.5,127.1,260.9,79.8,335.7
19-01-2022,3754.5,118.8,128.6,267.1,79.6,340.5
20-01-2022,3789.4,129.3,125.8,269.2,77.7,334
21-01-2022,3811.7,128.8,127.1,267.5,79.1,333.1
22-01-2022,3645.9,110.9,104.7,243.4,67,292.2
23-01-2022,3537.1,110.9,104.7,243.4,67,292.2
24-01-2022,3733.5,126.1,117.9,254.2,78.1,309.6
25-01-2022,3793.9,128.5,123.3,259,80.7,324.2
26-01-2022,3618.1,114.7,105.8,260.5,69.2,332.5
27-01-2022,3738.4,121.4,116.5,268.1,75.8,325.1
28-01-2022,3834.5,122.7,122.9,275.9,78.4,328.3
29-01-2022,3817.3,121,124.6,278.1,71.8,322.7
30-01-2022,3722.9,111.5,113.6,276.8,68.6,312.9
31-01-2022,3855.2,118.1,120.9,276.6,71.6,329.3
01-02-2022,3876.6,123.8,125.9,275.8,73.5,325.1
02-02-2022,3904.2,126.1,125.6,280,73.4,327.6
03-02-2022,3837.1,119.8,119,278.3,76.1,289.1
04-02-2022,3826.7,124.8,125.8,282.1,77.4,304
05-02-2022,3860.3,121.5,128.8,277,72.7,317.1
06-02-2022,3748.1,112.2,114.9,276.4,67.5,311.3
07-02-2022,3874.5,116.8,123.4,278.9,69.2,315.7
08-02-2022,3936.1,116.9,125.4,282.8,69.6,315.9
09-02-2022,3899.8,118.2,120.3,266.6,69,308.6
10-02-2022,3889.5,118.5,124.8,272.8,67.8,305.8
11-02-2022,3892.4,120.5,125.9,278.7,69.3,306
12-02-2022,3865.8,120.3,125.9,276.8,64.1,308.3
13-02-2022,3765,110.6,114.5,274.3,61.5,308.2
14-02-2022,3874.9,124.5,126.2,277.1,65.1,315.1
15-02-2022,3921.8,126.3,130.4,280,65.4,312.3
16-02-2022,3953.8,130,131.8,281.7,65.6,311.8
17-02-2022,3945,131.2,131.4,279.3,64.3,307.3
18-02-2022,3974.4,137.4,131.8,280.3,65.6,309.6
19-02-2022,3948.5,138.2,130.2,278.5,61,315.2
20-02-2022,3802.3,124.7,118.2,273.1,59.4,298.1
21-02-2022,3936.1,134.1,129.2,277,61.4,306
22-02-2022,4002.9,126.2,127.4,269.9,63.2,307.5
23-02-2022,3996.7,126.8,126.1,282.6,65.1,303.6
24-02-2022,4040.4,139.2,129.6,281.3,64.4,309.7
25-02-2022,4042.5,138.8,129.4,281.4,65.5,312.4
26-02-2022,3961,117.5,110.7,275,61.8,283.5
27-02-2022,3869.5,123.4,106.3,273.2,59,290.9
28-02-2022,4002.5,133.9,121,274.1,63.1,294.1
01-03-2022,4008.4,134.3,126.9,277.5,61,299.2
02-03-2022,4014.4,135.6,130.7,265.1,63.2,309.4
03-03-2022,4051.4,135.3,127.8,270.7,64.9,312.4
04-03-2022,4079.2,138.3,131.3,272.8,65.3,312.1
05-03-2022,4072.1,140.6,133.1,270.2,60.4,307.4
06-03-2022,3955.4,131.8,122.2,266.5,59.9,309.5
07-03-2022,4056.1,129.9,130.5,269.3,63.9,315.1
08-03-2022,4105.2,144.7,139.2,269.2,65.6,317.5
09-03-2022,4117.5,153.4,141.8,260.1,63.3,324.5
10-03-2022,4132.4,152.4,138.9,260.7,65.8,326.8
11-03-2022,4174.3,152.6,141.3,261.3,67,331.2
12-03-2022,4150.2,150.1,138,266.6,63.8,334.7
13-03-2022,4053.3,147.1,130.4,263.4,62.4,333.5
14-03-2022,4056.1,129.9,130.5,269.3,63.9,315.1
15-03-2022,4105.2,144.7,139.2,269.2,65.6,317.5
16-03-2022,4117.5,153.4,141.8,260.1,63.3,324.5
17-03-2022,4132.4,152.4,138.9,260.7,65.8,326.8
18-03-2022,4174.3,152.6,141.3,261.3,67,331.2
19-03-2022,4150.2,150.1,138,266.6,63.8,334.7
20-03-2022,4053.3,147.1,130.4,263.4,62.4,333.5
21-03-2022,4320,151.7,137.3,262.5,83.8,386.3
22-03-2022,4337.8,147.6,140.3,265.6,83.8,383.6
23-03-2022,4344.2,153.9,142,254.3,83.6,377.1
24-03-2022,4329.1,149.6,136.5,245.1,83.9,393.1
25-03-2022,4311.7,158.3,132.4,231.5,85,389.8
26-03-2022,4269.9,126,139.7,250.8,84.9,359.8
27-03-2022,4191.5,151.5,130.7,249.6,77.4,366.8
28-03-2022,4329.5,155.6,140.8,251.3,84.7,388.7
29-03-2022,4430.5,152.1,144.2,255.8,89.1,394.9
30-03-2022,4437.8,152.7,146,255.4,92.6,402.4
31-03-2022,4456.3,152.9,145.4,254.4,94.9,409.3
